artist,title,lyrics,mood,label
Happy Mondays,Grandbag's Funeral,"Bring all the family 
Take all the family 
Bring all the family 
See all the family 

Bring all the family out to the holiday 
While we're all still around 
Show you what the cats been doing, and how he gets around 
You can't wake him, he's not sleeping 
He never comes down 
Bring all the family out to the holiday 
While we're all still in town 
Show you what the cats been doing, and how he gets around 
Lady skin up, lady skin up 
Now that we live together we both get fucked up 

Bring all the family 
Out to the funeral 
Bring all the family 
Out to the funeral 

It's only grandbag that died 
He really couldn't see what you're doing 
And all his family were white 

Lady skin up, lady roll up 
Now that we live together we both get good luck 

Bring all the family 
Take all the family 
Bring all the family 
See all the family",sad,0
Letters To Cleo,Co-Pilot (Album Version),"Everybody says that you're no good
I don't pay attention though
It doesn't matter though I know it should
I don't pay attention
So what's the use?
When it never ends
And you're singular it's true
So much for them
Who cares about my friends?

Be my co-pilot
Come be in my dream
You looked so beautiful there
Just like a part of you
That makes a part of me seem...

Everybody tries so hard to bring me down
I don't pay attention though
It doesn't matter 
Cuz I can hardly hear a sound
And I don't pay attention
Because number one
I'm good with you
And the way you look at me
Is number two
So what else would I do?

Be my co-pilot
Come be in my dream
You looked so beautiful there
Just like a part of you
It makes a part of me seem...
Like a one way track
I feel like I could float away...

So what's the use when it never ends
And you're singular it's true
So much for them
Who cares about my friends

Be my co-pilot
Come be in my dream
You looked so beautiful there
Just like a part of you

Be my co-pilot
Come be in my dream
You looked so beautiful there
Just like a part of you

Take a ride co-pilot
Shimmer on in my dream",happy,1
Bad Company,Call On Me,"When the rain is falling and you feel like you are a stranger
And the time is passing you by is a lonely time and you want to fly
Call on me, call on me 
Call on me, call on me 
I'll be by your side

When you turn around, needing somebody there
Who can give you love and show you good care
If there's a place inside you that's empty and cold
You may need my love, to have, to hold
Call on me, call on me 
Call on me, call on me 
I'll be by your side
To keep you satisfied

I want to keep you satisfied

Call on me, call on me 
Call on me, call on me 
I'll be by your side
To keep you satisfied

When the clear light of a winter's day
Blows cold and hard and the future is grey
You can always have the fire of love
To keep you warm as the sun above
Call on me, call on me 
Call on me, call on me 
I'll be by your side
To keep you satisfied
I'll be by your side
To keep you satisfied

Don't worry about the rain, baby
I'll keep you dry
I'll keep you warm inside
And satisfied

Don't worry about the rain
I'll keep you dry, I'll keep you dry
Call on me, baby, call on me, baby",happy,1
Marshall Crenshaw,Rave On (Live 1982),"(sonny west / bill tighman / norman petty )

Well the little things you say and do
Make me want to be with you
Rave on it's a crazy feelin' and
I know it's got me reelin'
When you say I love you, well rave on
And the way you dance and hold me tight
The way you kiss and say goodnight
Rave on, it's a crazy feeling
And I know it's got me reeling
When you say I love you, well rave on
Well, rave on now it's a crazy feeling and
I know it's got me reeling


I'm so glad that you're revealing
Your love for me
Yeah rave on, rave on and tell me
Tell me not to be lonely
Tell me you'll love me only
Rave on to me
Well the way you dance and hold me tight
The way you kiss and say goodnight
Rave on, it's a crazy feeling
And I know it's got me reeling
When you say I love you, well rave on
Yeah well rave on
Aw oh rave on",happy,1
Kiss,Every Time I Look At You,"Tried to say I'm sorry
I didn't mean to break your heart
And find you waitin' up by the light of day

There's a lot I want to tell you
But I don't know where to start
And I don't know what I'd do if you walked away

Ooh, baby I tried to make it
I just got lost along the way

But, every time I look at you
No matter what I'm goin' through
It's easy to see
And every time I hold you
The things I never told you
Seem to come easily
'Cause you're everything to me, yeah

I never really wanted
To let you get inside my heart
I wanted to believe this would soon be ending

I thought it wouldn't matter
If it all just came apart
But now I realize I was just pretending

Ooh baby, I know I hurt you
But you can still believe in me

'Cause, every time I look at you
No matter what I'm goin' through
It's easy to see
And every time I hold you
The things I never told you
Seem to come easily,
'Cause your everything to me

It's gonna take a little time to show you
Just what you mean to me, oh yeah
It seems the more I get to know you
The more I need to make you see
You're everything I need, yeah

Wooh
I need ya, I need ya, I need ya, I need ya, yeah yeah

Woah, baby baby baby, I know I hurt you
But you can still believe in me

'Cause, every time I look at you
No matter what I'm goin' through
It's easy to see
And every time I hold you
The things I never told you
Seems to come easily
'Cause your every thing to me

You're everything to me
You're everything to me",sad,0
Guns N' Roses,Catcher In The Rye,"Ah, when all is said and done
We're not the only ones
Who look at life this way
That's what the old folks say

But every time I see them
Makes me wish I had a gun
If I thought that I was crazy
Well I guess I'd have more fun
Guess I'd have more fun

Oooh, the catcher in the rye again
Won't let you get away from him

It's just another day like today

You decide, 'cause I don't have to
And then they'll find and I won't ask you
At anytime or long hereafter
If the cold outside's as I'm imagining it to be, oh

La na na na na na na
La na na na na na na

Oooh, the catcher in the rye again
Ooh, won't let you get away from him

It's just another day like today

When all is said and done
We're not the only ones
Who look at life this way
That's what the young folks say

As if they'd ever change
As that who lie to say
But every time I see them
Makes me wish I had a gun
If I thought that I was crazy
Well I guess I'd have more fun

'Cause what used to be's not there for me
And ought to for someone
That belongs insane, like I do

Lana nana na na na
Lana nana na nana

On an ordinary day
Not in an ordinary way
All at once the song I heard
No longer would it play

For anybody
Or anyone
That needed comfort from somebody
Needed comfort from someone

Who cared
To be
Not like you
And unlike me

And then the voices went away
From me
Somehow you set the wheels in motion
That haunt our memories

You were the instrument
You were the one
How a body took a body
You gave that boy a gun

You took our innocence
Behind our stares
Sometime the only thing
We counted on when no one else was there

Ah, ah, ah, ah
Na na, na na, na na",sad,0
Danielle Bollinger,When the Broken Hearted Love Again,"They'll be singing till the night comes to an end
When the broken hearted love again
All the broken hearted love again
When the broken hearted love again
 
I know a man who hides out in his room
His only friends are silence and the gloom
I don't know where he dues till to his faith????????
I only pray for him to find the strength
The strength he needs for his survival
To make it to this day's arrival

They'll be singing till the night comes to an end
When the broken hearted love again
Every angel up in heaven will descend
When the broken hearted love again
This is gonna be a party like it's never been
When the broken hearted love again
All the broken hearted people
When the broken hearted love again
 
I know a girl who thinks she sold her soul
Sold it man whose hands are cold
But every night before she goes to bed
She hears the sweetest voices in her head
Telling her it's time to start living
Telling her that all will be forgiven",happy,1
Missy Higgins,The Special Two (Australian Version),"I've hardly been outside my room in days,
'Cos I don't feel that I deserve the sunshine's rays.
The darkness helped until the whiskey wore away,
And it was then I realized that conscience never fades.
When you're young you have this image of your life:
That you'll be scrupulous and one day even make a wife.
And you make boundaries you'd never dream to cross,
And if you happen to you wake completely lost.
But I will fight for you, be sure that
I will fight until we're the special two once again.

And we will only need each other, we'll bleed together,
Our hands will not be taught to hold another's,
'Cos we're the special two.
And we could only see each other, we'll breathe together,
These arms will not be taught to need another's,
'Cos we're the special two.

I remember someone old once said to me:
That lies will lock you up with truth the only key
But I was comfortable and warm inside my shell,
And couldn't see this place could soon become my hell.
So is it better to tell and hurt or lie to save their face?
Well I guess the answer is don't do it in the first place.
I know I'm not deserving of your trust from you right now,
But if by chance you change your mind you know I will not
Let you down 'cos we were the special two, and will be again.

And we will only need each other, we'll bleed together,
Our hands would not be taught to hold another's,
'Cos we're the special two.
And we could only see each other we'll breathe together,
These arms will not be taught to need another's
'Cos we're the special two.

I step outside my mind's eyes for a minute.
And I look over me like a doctor looking for disease,
Or something that could ease the pain.
But nothing cures the hurt you bring on by yourself,
Just remembering, just remembering how we were

And we would only need each other, we'd bleed together,
These hands would not be taught to hold another's,
We were the special two.
And we could only see each other we'd bleed together,
These arms would not be taught to need another's
'Cos we're the special two.",sad,0
Dropkick Murphys,The Only Road (Album Version),"How could you choose a path without knowing 
where you'd end up
Where you came from was a time and
place that you had never been

(Is this the only road)

Can you fake your way through conversation 
or just simply turn away
Set a course for the desert sun 

Is this the only choice
To live without a choice,
this is the only choice we'll know

Cut your teeth and now it's time to show the world that what your made of
Was a travesty that many just call luck

(Is this the only road)

Now climb aboard the red line train that's headed out of town
Or stick around and just relive your past

Is this the only choice
To live without a choice,
this is the only choice we'll know

You're always running out of wind and you keep saying it's the end
You're always hoping that you'll win,
but then you throw in the towel in",sad,0
Carpenters,An Old Fashioned Christmas,"How I miss that old-fashioned Christmas
Carols being sung by the tree
Window's candlelight shining bright
For the whole world to see

Children's eyes of sweet expectations
Wondering what each present will hold
Lying in their beds and impatient
On long Christmas Eves of old

It used to be that all the family
Would gather for this one night
It used to be that special feeling
Shared together knowing
Christmas was here
One night a year

How I miss that old-fashioned Christmas
Memories that last through the years
Call me sentimental, don't mind if you do
I wish an old fashioned Christmas to you",sad,0
Sick Of It All,Consume (LP Version),"No use ignoring me, I represent the darkest thing you feel. 
No use avoiding me, I'm woven in the fabric of your being. 
Don't back away from me, I feed on apprehension and fear. 
Don't back away from me, don't blind yourself to what you really should be seeing. 

A part of you that will consume if given the chance to, 
A part of you that will abuse whenever allowed to. 
A part of you that will consume if given the chance to, 
A part of you that wants to see you loose it all. 

C'mon, see what you get. 
C'mon, when will you 
Come to terms with what's inside,
Come to terms with what you try to hide.

Emotion overload, might really mean the end of the road. 
Emotion overload, might mean the end of everything you know.
Emotional check, just might reveal emotional wreck. 
Emotional check, just might reveal your weakness 'cause you've finished.",sad,0
3 Doors Down,Be Like That,"He spends his nights in California
Watching the stars on the big screen
And then he lies awake and he wonders
""Why can't that be me?""

'Cause in his life he's filled with all these good intentions
He's left a lot of things he'd rather not mention right now
Just before he says goodnight
He looks up with a little smile at me and he says

If I could be like that
I would give anything
Just to live one day
In those shoes
If I could be like that, what would I do?
What would I do? Yeah

Now in dreams we run

She spends her days up in the north park
Watching the people as they pass
And all she wants is just a little piece of this dream
Is that too much to ask?
With a safe home, and a warm bed, on a quiet little street
All she wants is just that something to hold on to
That's all she needs, yeah

If I could be like that 
I would give anything
Just to live one day
In those shoes
If I could be like that, what would I do?
What would I do? Yeah

I'm falling into this, in dreams we run away

If I could be like that 
I would give anything
Just to live one day
In those shoes
If I could be like that, what would I do?
What would I do?

If I could be like that 
I would give anything
Just to live one day
In those shoes
If I could be like that, what would I do?
What would I do?

If I could be like that 
I would give anything
Just to live one day
In those shoes
If I could be like that, what would I do?
Lord what would I do?

Falling in
I feel I am falling in to this again",sad,0
DMX,I'ma Bang,"Let's knock it out....that's all, oh we gon' do it
(Another one of these, huh) Knock it the fuck out
(One of those joints)Put it down (okay)
But it gotta bang (I see what's goin' on here)
It has to bang! Ya Know?

Uh, uh, uh, uh

I'ma Bang! Hit the block pitchin slang
Bang! Hit the rock spit the game
Bang! Get the glock spit the flame
Do my motherfuckin thing!

I'ma Bang! Hit the block pitchin slang
Bang! Hit the rock spit the game
Bang! Get the glock spit the flame
Do my motherfuckin thing!

I speak for the meak and the lonely (uhh), weak and the hungry (uhh)
Speak for the part of the street that keep it ugly (aight)
And niggaz couldn't wear my shoes
'Cause the places that I walk, most catz couldn't bear my dues (uhh)
Or pay the tolls of the roads I done kept on, crept on (what)
Walk 'til I got tired then curled up and slept on (whoo)
My journey has earned me the right to reach
I burned so I earned the right to teach, what to eat (c'mon)
What niggaz been gettin' fed is pork (uhh)
What you niggaz been gettin' fed, shouldn't be even on your fork
Let's talk (aight), about this, and about that (uh-huh)
Yeah, we like this or we can do it out back (aight)
Keep the bullshit for the rodeo
'Cause on the real, you cocksuckers don't know me yo
Hit you wit' something for frontin' that'll end your life
Then hit your crib and bend your wife (c'mon)
Grrrrrrrrr

I'ma Bang! Hit the block pitchin slang
Bang! Hit the rock spit the game
Bang! Get the glock spit the flame
Do my motherfuckin thing!

I'ma Bang! Hit the block pitchin slang
Bang! Hit the rock spit the game
Bang! Get the glock spit the flame
Do my motherfuckin thing!

It upsets me to see niggaz that's flossin too much
Wearing shit that's costin too much (uhh), how often I touch
I like to break fake niggaz (what), rape snake niggaz (what)
I take weight nigga (what), you fake hate nigga (c'mon)
And niggaz and ain't got the balls to say to my face
what you think behind my back
Suck my dick! How's about that? (aight)
Loose lifts is loose clips and crews hit
I run wit' niggaz from Israel to hijack crew ships (uhh)
Watch the news at 6 (whoo), that's how I'm gettin' down
Feds lookin for the dog, oh that nigga outta town
This is a grown-up game, thinkin 'cause you got a blown-up name (what)
You won't get a blown-up frame
I ain't playin wit' you niggaz no more, them are old
I be layin when you hit the door, you hit it cold
Be like ""Oh no!"", see what I'm sayin
I told Money to stop playin, now he layin, we prayin (aight)
Grrrrrrrrr

I'ma Bang! Hit the block pitchin slang
Bang! Hit the rock spit the game
Bang! Get the glock spit the flame
Do my motherfuckin thing!

I'ma Bang! Hit the block pitchin slang
Bang! Hit the rock spit the game
Bang! Get the glock spit the flame
Do my motherfuckin thing!

Oh my God! Yah niggaz done lost yo mind
Toss the nine (uhh), this nigga done cross the line
Disrespectful shit will get you hit, bitch (what)
Fuck who you wit', you niggaz get what you get (uhh)
Five to the spine, ride now niggaz is dying
Money pulled out he was trying, yet to slow wit the iron (uhh)
Nuttin but gun firing, blap blap blap blap
Cocksucka where it at (what)
Open up your back now I can see through your stomach
Told stupid muthafucka to stop runnin (uhh, or run in (uhh)
To a buck shot, can't duck off shot
It's that click click boom you outta luck shot (whoo)
Now don't fall to pieces on me, because the piece is on me (uh-huh)
He thought the leash was on me, but dog the streets are hungry (uh-huh)
And I'ma feed 'em everytime I sing, do my thing
Dog gon' bang, bang, bang!
Grrrrrrrrr

I'ma Bang! Hit the block pitchin slang
Bang! Hit the rock spit the game
Bang! Get the glock spit the flame
Do my motherfuckin thing!

I'ma Bang! Hit the block pitchin slang
Bang! Hit the rock spit the game
Bang! Get the glock spit the flame
Do my motherfuckin thing!

I'ma Bang! Hit the block pitchin slang
Bang! Hit the rock spit the game
Bang! Get the glock spit the flame
Do my motherfuckin thing!

I'ma Bang! Hit the block pitchin slang
Bang! Hit the rock spit the game
Bang! Get the glock spit the flame
Do my motherfuckin thing!",sad,0
The White Stripes,A Martyr For My Love For You,"She was sixteen and six feet tall,
In a crowd of teenagers coming out of the zoo.
She stumbled, started to slip and fall,
Teeter-tottered on the top of patent leather shoes.
I happened to catch her and said,
""Maybe these ruby shoes are a little cumbersome for you.""
Maybe for you, now.

But not as shaky as I must have seemed,
Talking junk through her giggle little teenage dream.
And on the phone I could not compete,
My dumb luck fake confidence was getting weak.
For a sec', I thought I sounded sweet,
But sure enough in a gruff, faint voice,
I heard myself speak.

I could stay a while, but sooner or later, I'll break your smile.
And I can tell a joke, but one of these days, I'm bound to choke.
And we could share a kiss, but I feel like I can't go through with this.
And I bet we could build a home, but I know the right thing for me to do...
Is to leave you alone.
Leave you alone, now.

I'm beginning to like you, so you probably won't get what I'm going to do.
I'm walkin' away from you, it probably don't make much sense to you.
But I'm trying to save you from all of the things that I'll probably say or do.
I'll probably do, now.

I could stay a while, but sooner or later I'll break your smile.
And I can tell a joke, but one of these days, I'm bound to choke.
And we might share a kiss, but I feel like I can't go through with this.
And I bet we could build a home, but I know the right thing for me to do...
Is to leave you alone.
Leave you alone, now.

You'll probably call me a fool, and say I'm doing exactly what a coward would do.
And I'm beginning to like you;
It's a shame, what a lame way to live, but what can I do?
I hope you appreciate what I do...
I'm a martyr for my love for you.
A martyr for my love for you.
A martyr for my love for you.
A martyr for my love for you.",happy,1
Rick Astley,Never Gonna Give You Up,"Oooh

We're no strangers to love
You know the rules and so do I
A full commitment's what I'm thinking of
You wouldn't get this from any other guy

I just wanna tell you how I'm feeling
Gotta make you understand

Never gonna give you up
Never gonna let you down
Never gonna run around and desert you
Never gonna make you cry
Never gonna say goodbye
Never gonna tell a lie and hurt you

We've known each other for so long
Your heart's been aching, but you're too shy to say it
Inside, we both know what's been going on
We know the game and we're gonna play it

And if you ask me how I'm feeling
Don't tell me you're too blind to see

Never gonna give you up
Never gonna let you down
Never gonna run around and desert you
Never gonna make you cry
Never gonna say goodbye
Never gonna tell a lie and hurt you

Never gonna give you up
Never gonna let you down
Never gonna run around and desert you
Never gonna make you cry
Never gonna say goodbye
Never gonna tell a lie and hurt you


Never gonna give, never gonna give

Never gonna give, never gonna give


We've known each other for so long
Your heart's been aching, but you're too shy to say it
Inside, we both know what's been going on
We know the game and we're gonna play it

I just wanna tell you how I'm feeling
Gotta make you understand

Never gonna give you up
Never gonna let you down
Never gonna run around and desert you
Never gonna make you cry
Never gonna say goodbye
Never gonna tell a lie and hurt you

Never gonna give you up
Never gonna let you down
Never gonna run around and desert you
Never gonna make you cry
Never gonna say goodbye
Never gonna tell a lie and hurt you

Never gonna give you up
Never gonna let you down
Never gonna run around and desert you
Never gonna make you cry
Never gonna say goodbye
Never gonna tell a lie and hurt you",happy,1
The Berzerker,Pure Hatred,"In the brain we've found a role
Detach your life from mind control
Evade life of being ruled
DESTROY
the parts that lie unused 
Permanence
Eternity
Surgery
Will set you free
Vacant eyes and lack of care
Now one with humanity

HATE, PURE, PURE, ANSWER,
NO-ONE EVER, AGAIN, PURE,
HATE, PURE,CHILDREN SEW THEIR
MINDS SHUT, ANSWER, NO ONE EVER.

In the brain
Is a directive
Brain found to be
Grossly defective
The soul, it sees,
Sees through the eyes,
It's time is up
Lobotomize
Mutilation
Drilling holes in
Trepanation
Evolution
Ten percent
Is all we use
You need it like a hole in the head",sad,0
Mungo Jerry,Pushbike Song,"Ridin' along on my pushbike, honey
When I nowhere near you
Round down town, in a hurry honey,
Now, I've got my sights on you
You look so pretty, she was ridin' along,
You look so pretty, She was singing this song,'.

Puttin' on speed, as I tried catchin' up but you
Were pedaling harder, too
Riding along like a hurricane, honey
Speeding afta you,

You look so pretty, she was ridin' along,
You look so pretty, She was singing this song,'.

Brrr, Sing this song,
Round, round wheels go round and round
Down, up pedals, down, up, down
Well,gotta get across to the other side of town 
B'fore the sun goes down, 
hey, hey

Well, we're ridin' along 
on a bicylce, honey
That's a bicycle built for two
Lookin' at my honey
In the rearview mirror
Now I got a better of view
You look so pretty, she was ridin' along,
You look so pretty, She was singing this song,'.

Sing this song,
Round, round wheels go round and round
Down, up pedals, down, up, down
Well,gotta get across to the other side of town 
B'fore the sun goes down, 
hey, hey",happy,1
Bone Thugs-N-Harmony,Servin' Tha Fiends,"Hey hey holla holla nigga
What's happening?
I got the biggest boulders right here motherfucker
These motherfucking rocks fat,
Hey, at ten 'o clock I don't wanna see
None of y'all little niggas up on the motherfucking block
Y'all got ta clear this motherfucka off
Curfew nigga, get ta fuck up outta here off my block

Verse 1: Bizzy Bone

Who servin' tha fiends
Hundred thousands of green
For the love of money
Cash all around me
Demons can cloud me
While I'm in the county I can die
Flipped up my style-y as we came at the same time
Baby tempted, in the tension
Ouija shit got you demented
Crash the Benz and ending your sentence
Born for criminal defendants
Critical breaking in the ghetto bar thinking
Millenium shit like pestilence war and famine
Animals move animals reputed
Every daily grades let it be the reason
My Cleveland niggas revolve like dead bodies
In Eden leading seeping
And I don't wanna rock the pump
But I doubt it if I have ta pop the trunk
I'ma get 'em when they thinking they miss me what
Nigga that thuggish ruggish fuck them up
Rolling wid my bucks in the biggest snatch shit
All of my dogs all of we lie
Nigga you touched and stuck on murda
Smoking up bud and fucking up blunts
It was the 7th sign regime
Wid the nines and beams the philly and green
Wid a clik tight team and a nigga like me
Ya couldn't go wrong wid we
Eyes bloodshot red when I floss instead
I rather run up and smash you wid a passion
And they chalking it off his head
Nigga instead I'ma let them bleed
Nigga, immortal warrior from the walking dead

Hook:
It's just another day I gotta get paid
Who got the biggest boulder
Who servin' tha fiends
(Repeat)

Verse 2: Layzie Bone

Now could this be B-O-B
The bad boy the Bone
I be thugging for eternal
Wanna test me it's on
Now where my niggas at
Pull a nigga wig back
Nigga dig that dig that
All original peep the zone criminal here we go
>From a place where a nigga might bury ya
Nigga act up and I betta take care ah ya
Scared ah ya, I be ready for the war
Nigga I'm America's Most
Barely coast ta coast
If you ready for whateva you can ride wit me
But if you lie ta me and don't die for me
Look in my eyes and see you can't hide from me
Sleepwalk shit talk nigga
That be running from niggas in the ghetto
Now get on my level rebuking the Devil
Representing like ah heavenly rebel
Even though my screws loose I can tigheten 'em up
And put a twist to the game like a monkey wrench
For the funny shit
All about the murda for the love ah money shit
Gettin' paid, got it made in the shade nigga
If you got and I want it I'ma take it
Nigga made it and I told ya we'd make it
Kept it real and it'd neva be fake shit
Half baked and gone off this indoe stick
Wanna hit it call just as you next
Hit it two times and pass
And nigga hold ya breath
Lay playing wid a half deck
Playin' wid ah half deck

Hook

Verse 3: Flesh N Bone

I'm fucked up but I bail on the darkside
Dwell, wid the hustla ta get this mayo
Plannig ta sell the yayo for my mayo
Nobody be fucking wid Bone top platinum
So ah now that you got that album fool
Tell me what in the fuck you gon' do wid it
Stay drop and hit up they head
That ch'all can go and get
Peepin' here they come wake it off
So quicker they come wid ah weekly drumstick
Servin' them paper murda them 1-8-7 ova haters
Fuck you be done,
Did it wid niggas do whateva they gotta do
My nigga just do what ya gotta do
Even if you gotta spark a few
Just rob a few jack move
It's just another day I gotta get paid
Niggas ain't rapping the same way
Made niggas it figures now thug wid these niggas
That eating betta than the nigga
Betta lay in low so when the po-po rolling
Stroll on my depths as a criminal
Homicidal activity bring 'em up all up
Nigga let's show this shit be real
But stack up realer than a nigga talk gats loco
Straight smoke ah motherfucka do it fast
Bucking 'em down here red on his back back

Hook",sad,0
Bad Religion,Infected,"Now here I go, hope I don't break down
I won't take anything, I don't need anything
Don't want to exist, I can't persist
Please stop before I do it again

Just talk about nothing
Let's talk about nothing
Let's talk about no one
Please talk about no one, someone, anyone

You and me have a disease
You affect me, you infect me
I'm afflicted, you're addicted
You and me, you and me

I'm on the edge, get against the wall
I'm so distracted, I'd like to strike you
Here's my confession, you learned your lesson
Stop me before I do it again

Just talk about nothing
Let's talk about nothing
Let's talk about no one
Please talk about no one, someone, anyone

You and me have a disease
You affect me, you infect me
I'm afflicted, you're addicted
You and me, you and me

You're clear as a heavy lead curtain
Want to drill you like an ocean
We can work it out, I've been running out
Now I'm running out, don't be mad about it, baby

You and me have a disease
You affect me, you infect me
I'm afflicted, you're addicted
You and me, you and me

I want to tie you, crucify you
Kneel before you, revile your body
You and me, we're made in heaven
I want to take you, I want to break you
Supplicate you with thorny roses

You and me are incurable
I want to bathe you in holy water
I want to kill you upon the altar
You and me, you and me",sad,0
Gwen Stefani,What You Waiting For?,"What an amazing time
What a family
How did the years go by
Now it's only me

Tick-tock 
Nani matteru no?
Tick-tock 
Nani matteru no?
Tick-tock, tick-tock 
Komatterunjyane
Tick-tock, tick-tock
Tick-tock, tick-tock 
La la la la la la la 
Komatterunjyane

I'm like a cat-in-heat stuck in a moving car
A scary conversation, shut my eyes, can't find the brake
What if they say that you're a climber?
Naturally I'm worried if I do it alone
Who really cares 'cause it's your life
You never know, it could be great
Take a chance 'cause you might grow
Oh, uh oh

What you waiting, what you waiting, what you waiting
What you waiting, what you waiting for?
What you waiting, what you waiting, what you waiting
What you waiting, what you waiting for?

Tick-tock, tick-tock nani matteru...
Tick-tock, tick-tock matteru...
Take a chance you stupid hoe

Like an echo pedal, you're repeating yourself
You know it all by heart
Why are you standing in one place?
Born to blossom, bloom to perish
Your moment will run out 'cause of your sex chromosome
I know it's so messed up how our society all thinks
Life is short, you're capable
Oh, uh oh

Look at your watch now
You're still a super hot female
You got your million dollar contract
And they're all waiting for your hot track

What you waiting, what you waiting, what you waiting
What you waiting, what you waiting for?
What you waiting, what you waiting, what you waiting
What you waiting, what you waiting for?

I can't wait to go 
Back into Japan
Get me lots of brand new fans
Osaka, Tokyo
You Harajuku girls 
Damn, you've got some wicked style
Go

Look at your watch now
You're still a super hot female
You got your million dollar contract
And they're all waiting for your hot track

What you waiting, what you waiting, what you waiting
What you waiting, what you waiting for?
What you waiting, what you waiting, what you waiting
What you waiting, what you waiting for?

What you waiting for? what you waiting for?
Take a chance you stupid hoe
Komatterunjyane, go back do Japan
Take a chance you stupid hoe
Take a chance you stupid hoe
Take a chance you stupid hoe.",happy,1
Juelz Santana,There It Go (The Whistle Song),"San-tana (aye)

It's dipset Bitch

There it go
Baby don't stop now
There it go
Baby don't stop now

(Chorus:)

(Whistling)
There it go
Damn shorty look good and i'm thinkin bout gettin at her (okay)
Time to whistle at her
Aye girl you make my whistle blow

There it go
Bring it here baby
There it go
Bring it here baby

(Verse 1:)

Top down and im at it again
It's hot now and i'm at it to win
(you heard me)
Who want it with me
Nobody wanna it with me
Oh im so fly
Oh Mami come n get me
Sit it down
Back up
Bring it on back up
Move it till you feel something hard on your back (Ugh)

(Verse 2:)

There it go
If u want it come and get it
I aint kiddin im wit it
Here it go (go)
So Girl LET ME SEE YOU GET LOW
There it go
Yea jus like that
Move your thang like a boomarang
And come right back
There it go
I dont need to ask i proceed to grab
A chiks up my G'd up swagger

(Chorus:)

There it go
(whistling)
There it Go
Damn shorty look good and i'm thinkin bout gettin at her (okay)
Time to whistle at her
Aye girl you make my whistle blow

There it go
Bring it here baby (c'mon)
There it go
Bring it here baby (c'mon)

Aye girl let me see you get low
There it go
Set it down baby
There it go
Set it down baby

There it go its dipset (ohh)
There it go Aye Aye Aye
There it go its dipset (ohh)
There it go Aye Aye Aye

(Verse 3:)

I got to get it
I'm so hot terrific
So not fair to the other guyz to sin it
I know not unlimit
Theres no skys a limit
Till then
Imma do imma do imma do ma thang
So baby keep moving moving n moving your thang
And that'll keep you n you n you in the ring (or maybe not)

Aye girl you make me want to know
You do it like a pro lil lady
If so bring it here let it show lil lady
There it go
Lets go lil lady to the crib, to the tele
You kno lil lady

Run
Yes girl
Uhm yes you can have a
Confess girl to the sunset girl (girl)
But first i gotta Undress girl
So take off dem clothes and UNdress Girl

(Chorus:)

There it go
(whistling)
There it Go
Damn shorty look good and i'm thinkin bout gettin at her (okay)
Time to whistle at her
Aye girl you make my whistle blow

There it go
Bring it here baby (c'mon)
There it go
Bring it here baby (c'mon)

Aye girl let me see you get low
There it go
Set it down baby
There it go
Set it down baby

(Beat drops)
(Whistle continues)",happy,1
